id,sitio+variante,Espesor_1,Espesor_2,Espesor_3,col1,col2,col3,col4
2600,sitio2_variante2600,1.7894444317717872,17.319450985776946,51.28745461082544,20.0,80.0,100.0,130.0
2601,sitio2_variante2601,2.4676324682705952,18.603291114581104,49.085818236529505,20.0,80.0,90.0,140.0
2602,sitio2_variante2602,1.6150153167918533,7.209334396682886,57.66059866389379,30.0,60.0,100.0,150.0
2603,sitio2_variante2603,2.515393099986138,12.52552556754526,59.7912790539681,30.0,60.0,110.0,140.0
2604,sitio2_variante2604,2.683559104275789,11.865220583320497,52.70861256994661,40.0,60.0,120.0,160.0
2605,sitio2_variante2605,3.088133736874664,11.92927719986233,58.77908847737997,40.0,70.0,110.0,130.0
2606,sitio2_variante2606,2.115833213606833,8.873211526403498,39.799149022403,20.0,80.0,90.0,130.0
2607,sitio2_variante2607,1.6907228907961844,20.71491604269733,35.0517962203654,10.0,70.0,90.0,150.0
2608,sitio2_variante2608,1.3400234911222348,18.966884708717313,59.37960978878518,20.0,50.0,90.0,150.0
2609,sitio2_variante2609,1.3549494721997628,11.937669833687847,37.3285082138174,40.0,60.0,110.0,130.0
2610,sitio2_variante2610,2.426143653512967,5.591378542260152,47.4441749862919,30.0,50.0,120.0,160.0
2611,sitio2_variante2611,3.2758253994258886,5.245638586419516,51.198078054221746,30.0,50.0,120.0,140.0
2612,sitio2_variante2612,2.877193010590045,14.494410462650645,47.63228195878024,10.0,70.0,100.0,150.0
2613,sitio2_variante2613,1.607625531739193,7.352757495172819,49.112836785151686,40.0,50.0,90.0,140.0
2614,sitio2_variante2614,3.468843071806969,17.18934124798026,58.11485117865159,10.0,50.0,100.0,150.0
2615,sitio2_variante2615,2.808078028804019,18.670081267262695,65.10980664863523,10.0,80.0,90.0,130.0
2616,sitio2_variante2616,2.530846850266136,14.594053820409487,59.71097834314517,30.0,70.0,100.0,140.0
2617,sitio2_variante2617,2.8973920308602255,12.112702207004634,54.767975259010626,40.0,50.0,110.0,140.0
2618,sitio2_variante2618,2.931639260306208,8.559634618863477,47.34422539989568,30.0,80.0,120.0,160.0
2619,sitio2_variante2619,1.3267988996734252,7.15280021639249,64.69225845311703,10.0,70.0,90.0,130.0
2620,sitio2_variante2620,1.7725243542808526,5.524537516757543,35.64604489772412,20.0,70.0,120.0,130.0
2621,sitio2_variante2621,2.4376075752581317,22.970822805345456,64.91787531849432,40.0,60.0,120.0,160.0
2622,sitio2_variante2622,3.354788469173397,11.499835374290818,48.5558620379787,20.0,50.0,100.0,150.0
2623,sitio2_variante2623,3.0283231506985073,22.388004167784608,61.631674641421355,40.0,70.0,100.0,140.0
2624,sitio2_variante2624,1.5852575465343106,10.681408490359821,62.65324033559567,40.0,80.0,90.0,150.0
2625,sitio2_variante2625,2.0925443742592744,20.68157725623928,34.97181281678127,10.0,50.0,120.0,130.0
2626,sitio2_variante2626,2.300455575248878,14.99833473096332,35.009389022120715,40.0,80.0,120.0,140.0
2627,sitio2_variante2627,2.5603350394862527,19.604784962379643,59.864514686147174,40.0,50.0,120.0,130.0
2628,sitio2_variante2628,1.597695163420153,22.61842920644396,39.85109934253286,20.0,60.0,120.0,160.0
2629,sitio2_variante2629,2.403048278292565,5.4313234313838,42.990482857348304,40.0,50.0,100.0,150.0
2630,sitio2_variante2630,2.3792877236920513,8.461861098922803,61.49242110760413,10.0,80.0,100.0,130.0
2631,sitio2_variante2631,2.0055242428041113,5.46900618151696,36.815034536164596,10.0,60.0,100.0,160.0
2632,sitio2_variante2632,3.1627716934041734,5.023174315780674,63.44761763269106,20.0,50.0,100.0,140.0
2633,sitio2_variante2633,2.336868167235338,7.8152231551505515,58.35482073888252,20.0,60.0,110.0,150.0
2634,sitio2_variante2634,1.7089789227614058,16.84609841476209,38.53778217213279,30.0,60.0,120.0,130.0
2635,sitio2_variante2635,1.4914763553616184,15.778759309420922,44.22260364830834,30.0,60.0,90.0,140.0
2636,sitio2_variante2636,2.77336149208782,22.26182833643881,42.47661198810066,10.0,70.0,120.0,150.0
2637,sitio2_variante2637,2.8913804434585098,12.620316091878065,44.49029122979435,20.0,60.0,120.0,150.0
2638,sitio2_variante2638,1.8100003750424918,10.57505894041304,64.40883425055361,10.0,80.0,110.0,140.0
2639,sitio2_variante2639,1.5512632721693211,18.424350353034043,33.82665020910749,20.0,70.0,120.0,130.0
2640,sitio2_variante2640,3.3563845782188073,20.733384513755553,50.05955499292416,30.0,70.0,110.0,160.0
2641,sitio2_variante2641,2.55906530963595,9.64560984230711,48.502564692634394,10.0,80.0,100.0,160.0
2642,sitio2_variante2642,1.466054836934716,14.056204521326345,39.65854042127905,40.0,60.0,100.0,160.0
2643,sitio2_variante2643,1.3887957429241917,20.255270229081614,39.289089014299215,40.0,80.0,90.0,140.0
2644,sitio2_variante2644,2.067292422609778,8.838259480660348,64.91681024447249,10.0,70.0,110.0,160.0
2645,sitio2_variante2645,2.973687067425703,7.95179740364585,48.28982850350239,30.0,50.0,110.0,130.0
2646,sitio2_variante2646,3.2874968604041706,6.561282299846269,38.52903909330588,20.0,60.0,100.0,130.0
2647,sitio2_variante2647,2.093493609591795,8.343569333612551,34.3865537106669,20.0,60.0,110.0,130.0
2648,sitio2_variante2648,3.1254866535015764,10.193619804134617,56.824482948636565,30.0,80.0,100.0,130.0
2649,sitio2_variante2649,3.1416323620658186,19.94231750957902,40.325104534246314,20.0,70.0,120.0,160.0
2650,sitio2_variante2650,1.6970286589879489,17.809408541975515,63.67701457036082,40.0,80.0,110.0,130.0
2651,sitio2_variante2651,1.4165998810333842,10.82386789313168,42.09855407845039,20.0,80.0,110.0,150.0
2652,sitio2_variante2652,1.8860200903344115,8.926204133904896,41.303155489530916,20.0,70.0,100.0,130.0
2653,sitio2_variante2653,2.3350365728021965,22.10453189233435,56.316705103570484,10.0,80.0,100.0,130.0
2654,sitio2_variante2654,3.398953914207116,15.025471894351805,53.00941408387415,30.0,60.0,110.0,160.0
2655,sitio2_variante2655,3.0301629037763593,11.373783420094231,38.0385890969561,40.0,70.0,120.0,160.0
2656,sitio2_variante2656,1.644059412968197,6.6092472224471885,63.74795034423137,40.0,50.0,110.0,140.0
2657,sitio2_variante2657,3.3731445975577765,7.799459144466022,51.373074066686115,10.0,60.0,90.0,150.0
2658,sitio2_variante2658,3.2988636412508408,12.932206371827746,60.3790112490793,10.0,60.0,90.0,130.0
2659,sitio2_variante2659,1.4443724878952053,18.855262212144172,38.42855098354274,40.0,50.0,120.0,150.0
2660,sitio2_variante2660,2.6671191711807714,5.606579042468327,60.723217976097814,40.0,50.0,90.0,150.0
2661,sitio2_variante2661,2.1698533362147887,19.59727314609262,36.80039930487817,20.0,60.0,100.0,130.0
2662,sitio2_variante2662,2.787774779721337,22.030839096437827,45.32902631880306,30.0,70.0,100.0,130.0
2663,sitio2_variante2663,1.5537822871266491,5.541585416706148,43.4089267534008,40.0,80.0,90.0,130.0
2664,sitio2_variante2664,3.195417631072028,6.586384608268791,46.74363280157864,20.0,60.0,90.0,150.0
2665,sitio2_variante2665,2.6189506150412027,21.30468616664355,60.45743631891159,10.0,60.0,120.0,160.0
2666,sitio2_variante2666,2.8622381869908953,11.650856921165763,64.65423949437577,30.0,70.0,110.0,160.0
2667,sitio2_variante2667,3.3692579870399717,10.01783360858696,44.98614273549474,40.0,60.0,110.0,140.0
2668,sitio2_variante2668,1.6036462029012397,12.005132099120624,65.92269075532771,20.0,80.0,110.0,160.0
2669,sitio2_variante2669,2.834314775238415,4.813387557230294,62.08525843761032,40.0,50.0,110.0,150.0
2670,sitio2_variante2670,2.0118682114148596,8.635174695109146,34.01561603837269,20.0,80.0,120.0,140.0
2671,sitio2_variante2671,2.831471474499559,16.0212949523438,40.37612241772449,10.0,70.0,100.0,140.0
2672,sitio2_variante2672,2.8129927573430873,6.192943840882069,44.673943914612416,40.0,50.0,110.0,130.0
2673,sitio2_variante2673,3.394758472073577,22.871178314475983,41.05772764333881,20.0,70.0,120.0,130.0
2674,sitio2_variante2674,2.3893455770009795,11.47864524435542,48.375599840121524,30.0,70.0,100.0,150.0
2675,sitio2_variante2675,1.8454690417306985,6.101321455550794,61.410258752594245,40.0,50.0,90.0,130.0
2676,sitio2_variante2676,2.600622272342745,9.521728222979252,56.12696683066611,20.0,50.0,100.0,160.0
2677,sitio2_variante2677,2.2839100792192664,10.339089015986305,58.654990143103404,10.0,80.0,120.0,160.0
2678,sitio2_variante2678,2.827567347382824,9.64662317172849,34.37561691604459,20.0,50.0,100.0,150.0
2679,sitio2_variante2679,2.162795757085723,18.958161694388902,61.6097992683754,30.0,70.0,110.0,150.0
2680,sitio2_variante2680,2.4492988675728506,5.905542250962469,49.4904903097973,10.0,70.0,100.0,140.0
2681,sitio2_variante2681,2.0775491050932153,6.407584156551235,65.07331151923023,10.0,80.0,120.0,140.0
2682,sitio2_variante2682,1.5245708415079307,14.401587614813684,49.83417561664475,40.0,50.0,100.0,160.0
2683,sitio2_variante2683,1.6470095211009728,6.980524453483987,57.18249414784454,10.0,80.0,100.0,130.0
2684,sitio2_variante2684,3.122493216908655,17.09099103172977,42.97555504232034,30.0,70.0,120.0,140.0
2685,sitio2_variante2685,1.619081725144717,19.63379856187514,40.30927115780287,20.0,80.0,110.0,150.0
2686,sitio2_variante2686,2.2537554276592946,15.304945069799738,51.062917119599234,10.0,50.0,120.0,140.0
2687,sitio2_variante2687,2.1234437211325314,4.832289341365709,55.24512380347073,30.0,50.0,120.0,160.0
2688,sitio2_variante2688,3.4624324341410073,10.611626460488068,65.36551913252819,30.0,50.0,90.0,150.0
2689,sitio2_variante2689,1.463762205793219,17.70282697644417,33.782393855484166,20.0,80.0,90.0,150.0
2690,sitio2_variante2690,3.2852758104243094,22.977452435316195,45.30023913108282,20.0,50.0,110.0,130.0
2691,sitio2_variante2691,3.3805049997948755,15.41898451109987,62.48447173319238,40.0,50.0,120.0,130.0
2692,sitio2_variante2692,1.4597992813289096,13.238997236415447,65.03425024193167,10.0,70.0,90.0,150.0
2693,sitio2_variante2693,3.2749775401432766,9.688543913887358,45.807382917380565,30.0,50.0,90.0,160.0
2694,sitio2_variante2694,1.7730646092150157,13.15262789837299,41.833829359102864,10.0,70.0,90.0,140.0
2695,sitio2_variante2695,1.4236553822422398,10.419571344057625,39.9455916682507,30.0,70.0,90.0,130.0
2696,sitio2_variante2696,1.5051466406056737,16.62000002066692,54.005626632552605,20.0,70.0,90.0,130.0
2697,sitio2_variante2697,1.769247208975146,17.6239920999628,34.321761888982266,30.0,70.0,110.0,130.0
2698,sitio2_variante2698,2.3458441950096063,18.110558548932836,56.11683167444846,20.0,80.0,110.0,130.0
2699,sitio2_variante2699,2.351909137740325,5.336241059527177,34.482312711271916,30.0,70.0,100.0,160.0
2700,sitio2_variante2700,2.050841241516291,16.430094154027785,42.786575498074235,10.0,50.0,90.0,160.0
2701,sitio2_variante2701,1.8664723247118262,7.425283361253722,47.164929722868656,10.0,60.0,120.0,130.0
2702,sitio2_variante2702,1.5957034854448144,15.964685216636793,57.59659928397747,30.0,60.0,100.0,140.0
2703,sitio2_variante2703,3.151733809119074,13.539839197903083,50.96120268220908,10.0,70.0,90.0,160.0
2704,sitio2_variante2704,2.680111053073098,22.752280136296253,43.51879781757431,10.0,50.0,110.0,140.0
2705,sitio2_variante2705,2.9197149154147266,10.314699046343453,63.677775579404184,10.0,80.0,100.0,150.0
2706,sitio2_variante2706,1.3024866903573467,10.798052902472953,47.81601051165681,20.0,80.0,120.0,140.0
2707,sitio2_variante2707,1.9961559975691796,9.37493686615677,56.02723475457205,40.0,80.0,100.0,150.0
2708,sitio2_variante2708,2.9806184689865542,19.79122953999077,47.19340729968984,30.0,60.0,100.0,150.0
2709,sitio2_variante2709,2.002136365097125,7.284021508264367,39.118575392661384,10.0,60.0,100.0,150.0
2710,sitio2_variante2710,1.7040607523095361,10.575987457350692,43.56126819316505,10.0,50.0,120.0,160.0
2711,sitio2_variante2711,2.9939627606083494,7.933913834553224,39.76105457371423,10.0,50.0,90.0,160.0
2712,sitio2_variante2712,2.909907506418601,7.6542428704445244,40.81647714435972,10.0,60.0,110.0,140.0
2713,sitio2_variante2713,3.418017448954285,11.023165593059716,46.00052665787106,40.0,50.0,100.0,150.0
2714,sitio2_variante2714,1.5002237692521545,13.32964773957251,57.09688634804263,20.0,70.0,100.0,140.0
2715,sitio2_variante2715,3.2190682969641102,15.849750802892148,61.364636919248994,40.0,70.0,120.0,160.0
2716,sitio2_variante2716,3.0081425986899624,9.676435106221385,47.39560159546663,30.0,50.0,120.0,150.0
2717,sitio2_variante2717,2.065121320727303,22.69317052961618,60.67107501955381,20.0,70.0,110.0,150.0
2718,sitio2_variante2718,1.3521974367060619,14.51055334061012,46.98245110385368,10.0,70.0,120.0,150.0
2719,sitio2_variante2719,2.2277040590170643,22.067358892894713,41.04803307449302,20.0,70.0,120.0,140.0
2720,sitio2_variante2720,1.4832432226002061,18.46924535042615,36.3378465876295,10.0,60.0,90.0,160.0
2721,sitio2_variante2721,1.711322042680253,13.440192947092067,39.84509548136153,40.0,80.0,110.0,130.0
2722,sitio2_variante2722,1.7659205818923447,20.259415790389916,58.32152688084703,30.0,50.0,120.0,160.0
2723,sitio2_variante2723,1.9152271771228402,22.201435016939726,55.04389779616207,20.0,70.0,110.0,140.0
2724,sitio2_variante2724,2.624790252592338,17.752707131994566,40.60268137942975,20.0,80.0,100.0,160.0
2725,sitio2_variante2725,2.927276622458767,5.977624885932261,42.59246106295662,40.0,70.0,100.0,150.0
2726,sitio2_variante2726,2.74003854079393,12.613823925839672,59.9935815090355,40.0,60.0,100.0,160.0
2727,sitio2_variante2727,1.6528365332196182,13.83162750942864,48.536635606362815,20.0,70.0,90.0,130.0
2728,sitio2_variante2728,3.364208801062812,13.064078360518455,57.32176808068379,30.0,80.0,100.0,130.0
2729,sitio2_variante2729,2.488237871366703,5.8771465114080605,42.015521137625115,30.0,50.0,120.0,160.0
2730,sitio2_variante2730,2.1187477192530553,5.790056663780364,53.563076702325276,40.0,70.0,100.0,150.0
2731,sitio2_variante2731,3.0112911950350325,18.45172528263653,65.82154144698401,10.0,80.0,100.0,150.0
2732,sitio2_variante2732,2.400418763481196,20.751428314839767,46.13167986207626,10.0,60.0,100.0,130.0
2733,sitio2_variante2733,1.9289580084321458,4.75351092587774,56.463448094434895,30.0,50.0,110.0,150.0
2734,sitio2_variante2734,2.6355923847955527,14.362611407942518,55.864288619899625,30.0,70.0,110.0,130.0
2735,sitio2_variante2735,2.738770475304009,19.518269102287462,34.99861892953925,30.0,60.0,90.0,140.0
2736,sitio2_variante2736,1.6328612479774258,11.953894179968575,49.37876484395412,40.0,50.0,100.0,150.0
2737,sitio2_variante2737,1.7504767154575571,19.76927962768128,45.73791158473506,10.0,50.0,120.0,130.0
2738,sitio2_variante2738,2.3953317186855445,5.9496785358614215,58.31330078081114,40.0,50.0,110.0,150.0
2739,sitio2_variante2739,2.9470469725905337,11.923841677543905,58.86080047226191,20.0,70.0,100.0,140.0
2740,sitio2_variante2740,2.87685818705157,5.644117930727159,58.48044844185878,10.0,80.0,100.0,160.0
2741,sitio2_variante2741,1.4705800985044257,10.453287406429327,50.87981538749805,10.0,60.0,100.0,130.0
2742,sitio2_variante2742,2.95197585940719,6.371878611354749,35.194103024296304,40.0,60.0,110.0,130.0
2743,sitio2_variante2743,3.4012481194172155,9.88895686765645,39.72417884680539,10.0,60.0,100.0,150.0
2744,sitio2_variante2744,2.2617168354902497,10.649301392659478,41.69181928969231,10.0,50.0,120.0,140.0
2745,sitio2_variante2745,1.7566954428958126,6.470727758139773,63.142380150950515,10.0,80.0,90.0,150.0
2746,sitio2_variante2746,2.5083713017091798,16.4850096510236,58.061926348563034,10.0,60.0,90.0,140.0
2747,sitio2_variante2747,1.513747550332845,17.18862182835963,44.110305571964076,10.0,80.0,110.0,130.0
2748,sitio2_variante2748,2.798175719724153,4.692734255832293,39.89676263095492,20.0,50.0,90.0,150.0
2749,sitio2_variante2749,3.1652704681801174,6.880314420104311,42.613838331395,40.0,60.0,90.0,150.0
2750,sitio2_variante2750,2.583174029374394,14.481947507460845,58.10731535339561,30.0,80.0,100.0,130.0
2751,sitio2_variante2751,1.949830636896304,16.716681392060735,64.77450058309296,10.0,50.0,100.0,140.0
2752,sitio2_variante2752,2.355938614099994,18.53463223453762,41.06872970571338,40.0,60.0,90.0,160.0
2753,sitio2_variante2753,3.3727927809649154,5.2853796289584025,36.665534901021175,30.0,80.0,90.0,130.0
2754,sitio2_variante2754,2.392007249468345,11.525771583725943,35.11672212657429,30.0,80.0,100.0,160.0
2755,sitio2_variante2755,2.5820111995521566,4.628439751279756,45.479356653077915,20.0,50.0,110.0,140.0
2756,sitio2_variante2756,3.1944181583762097,5.699045106536434,43.76316887063498,20.0,60.0,90.0,160.0
2757,sitio2_variante2757,2.890748580748708,7.239223416614782,44.29785117869808,20.0,70.0,110.0,160.0
2758,sitio2_variante2758,1.6631828047926183,6.714318265419877,47.82237262837226,40.0,50.0,120.0,130.0
2759,sitio2_variante2759,3.3689113619526028,22.36804249699209,48.577543816711,10.0,70.0,90.0,150.0
2760,sitio2_variante2760,2.8516764233684606,20.91974435116815,65.4910925971262,40.0,70.0,90.0,140.0
2761,sitio2_variante2761,1.8383912139504215,8.862922016336356,57.35210986036844,20.0,70.0,120.0,140.0
2762,sitio2_variante2762,2.9443921348407236,19.88075122747009,61.04052010315491,30.0,60.0,110.0,140.0
2763,sitio2_variante2763,2.225732810126392,5.48437978556458,61.324383133778575,20.0,70.0,120.0,140.0
2764,sitio2_variante2764,1.9111062940482517,13.925957231616124,38.02899877516945,30.0,70.0,120.0,160.0
2765,sitio2_variante2765,1.7665820402367711,22.52937801913361,34.3261172692731,20.0,70.0,110.0,160.0
2766,sitio2_variante2766,3.1259572599748733,5.122679210191802,62.67449741903462,30.0,80.0,110.0,160.0
2767,sitio2_variante2767,2.7556152385847033,14.675401402415549,51.512325948013206,40.0,80.0,120.0,150.0
2768,sitio2_variante2768,3.0598431271958475,22.88008054301457,56.30836718548498,30.0,50.0,90.0,160.0
2769,sitio2_variante2769,2.468642741395757,22.23140951355768,48.90966970192295,20.0,50.0,90.0,140.0
2770,sitio2_variante2770,3.218390620927,19.469682423302512,43.6862953184619,30.0,60.0,110.0,150.0
2771,sitio2_variante2771,1.5346381182962343,15.276061909860369,46.221119328685276,40.0,70.0,120.0,160.0
2772,sitio2_variante2772,2.0465047772246407,11.885888264073067,45.774846859153676,20.0,80.0,110.0,130.0
2773,sitio2_variante2773,1.3561848834826318,6.936763768334689,33.78575383566754,40.0,50.0,100.0,130.0
2774,sitio2_variante2774,2.806507400062201,5.493923316672915,55.0818805001544,10.0,50.0,100.0,140.0
2775,sitio2_variante2775,3.109577845190785,16.805149528678683,64.84352042335436,30.0,80.0,120.0,140.0
2776,sitio2_variante2776,1.6093265694923948,13.840807831852658,47.89482153907049,20.0,70.0,100.0,140.0
2777,sitio2_variante2777,1.4484973209170011,9.988383042830867,53.50884962799611,10.0,60.0,110.0,160.0
2778,sitio2_variante2778,2.4536350132602895,10.179361389930492,41.68278548859033,40.0,60.0,120.0,130.0
2779,sitio2_variante2779,2.0101388467613925,12.908580651020749,59.91920276929404,10.0,80.0,110.0,160.0
2780,sitio2_variante2780,2.239164968379413,18.429217387902888,51.531662586674116,30.0,50.0,110.0,140.0
2781,sitio2_variante2781,1.720982654280514,14.78021173829947,45.69565014086069,30.0,60.0,110.0,160.0
